Curly Fries,Side,0
Wing Chips,Side,0
Sweet Potato Fries,Side,+1.50
Creamy Cabbage Slaw,Side,0
Adluh Cheese Grits,Side,0
Mashed Potatoes,Side,0
Mac & Cheese,Side,0
Spicy Mac & Cheese,Side,0
Bacon Mac & Cheese,Side,0
Broccoli,Side,0
Seasonal Vegetables,Side,0
Baked Beans,Side,0
Fried Okra,Side,+1.50
Substitute Soup or Side Salad for side +2.50
Ordered separately,Main,2.50
